CustomerID,Frequency,Monetary,Recency,ProductType,Country
13845.0,1,312.98,65,Home Decor,United Kingdom
13846.0,4,847.61,25,Others,United Kingdom
13848.0,3,1255.0,92,Others,United Kingdom
13849.0,2,1537.95,52,Others,United Kingdom
13850.0,2,1586.81,88,Others,United Kingdom
13851.0,3,2651.46,96,Others,United Kingdom
13853.0,2,1056.94,9,Others,United Kingdom
13854.0,29,8025.0199999999995,9,Others,United Kingdom
13856.0,5,363.4,169,Accessories,United Kingdom
13858.0,1,216.17,57,Others,United Kingdom
13859.0,1,201.16,326,Others,United Kingdom
13860.0,6,1240.0,1,Others,United Kingdom
13862.0,10,2187.31,18,Others,United Kingdom
13863.0,2,299.56,245,Others,United Kingdom
13865.0,4,501.56,58,Others,United Kingdom
13866.0,1,145.67000000000002,74,Others,United Kingdom
13867.0,3,1015.29,31,Others,United Kingdom
13868.0,2,3192.54,7,Others,United Kingdom
13869.0,4,3104.95,123,Others,United Kingdom
13870.0,10,2751.25,2,Others,United Kingdom
13871.0,14,6389.8,23,Others,United Kingdom
13873.0,4,381.7,120,Others,United Kingdom
13874.0,1,540.45,358,Home Decor,United Kingdom
13875.0,5,1786.79,54,Accessories,United Kingdom
13876.0,1,122.7,64,Others,United Kingdom
13877.0,1,117.24,86,Others,United Kingdom
13878.0,1,1281.53,55,Others,United Kingdom
13880.0,13,3219.77,21,Others,United Kingdom
13881.0,22,16989.52,4,Others,United Kingdom
13882.0,6,1131.28,3,Others,United Kingdom
13883.0,9,2538.75,1,Others,United Kingdom
13884.0,6,781.3000000000001,7,Others,United Kingdom
13885.0,2,506.8,189,Others,United Kingdom
13886.0,1,243.56,71,Home Decor,United Kingdom
13887.0,1,349.55,204,Others,United Kingdom
13888.0,2,605.63,120,Home Decor,United Kingdom
13889.0,1,416.90000000000003,93,Others,United Kingdom
13890.0,14,1860.8600000000001,1,Others,United Kingdom
13892.0,4,632.97,27,Others,United Kingdom
13893.0,1,821.1,298,Others,United Kingdom
13894.0,5,535.97,22,Others,United Kingdom
13895.0,5,2588.12,21,Others,United Kingdom
13897.0,1,311.16,50,Others,United Kingdom
13898.0,1,155.93,326,Others,United Kingdom
13899.0,2,388.52,16,Others,United Kingdom
13900.0,3,740.95,183,Others,United Kingdom
13901.0,5,2867.2,72,Others,United Kingdom
13904.0,2,332.64,37,Others,United Kingdom
13908.0,5,2347.05,80,Others,United Kingdom
13911.0,9,2580.91,57,Others,United Kingdom
13914.0,3,613.95,4,Others,United Kingdom
13917.0,2,272.04,50,Home Decor,United Kingdom
13918.0,2,1212.8400000000001,50,Others,United Kingdom
13919.0,3,350.15999999999997,53,Others,Denmark
13922.0,1,172.25,352,Home Decor,United Kingdom
13923.0,1,351.13,54,Others,United Kingdom
13924.0,11,1682.08,2,Others,United Kingdom
13925.0,6,616.65,36,Others,United Kingdom
13926.0,1,223.85000000000002,23,Others,United Kingdom
13927.0,1,348.99,75,Others,United Kingdom
13928.0,4,464.57,11,Others,United Kingdom
13929.0,3,802.85,169,Others,United Kingdom
13930.0,2,337.34,58,Others,United Kingdom
13931.0,3,1230.93,86,Others,United Kingdom
13932.0,1,307.4,295,Others,United Kingdom
13933.0,2,608.7900000000001,109,Others,United Kingdom
13934.0,1,922.1,264,Others,United Kingdom
13936.0,2,361.28,171,Others,United Kingdom
13937.0,1,158.85,169,Others,United Kingdom
13938.0,1,71.66,35,Others,United Kingdom
13939.0,4,556.75,23,Others,United Kingdom
13940.0,4,839.14,17,Home Decor,United Kingdom
13941.0,7,4912.41,22,Others,United Kingdom
13946.0,3,561.5699999999999,79,Others,United Kingdom
13947.0,1,90.6,65,Home Decor,United Kingdom
13948.0,1,102.0,361,Others,United Kingdom
13949.0,6,2427.32,3,Others,United Kingdom
13950.0,5,728.56,11,Others,United Kingdom
13951.0,3,674.45,176,Others,United Kingdom
13952.0,3,3246.091,211,Others,United Kingdom
13953.0,7,3515.68,7,Others,United Kingdom
13954.0,3,378.59,2,Others,United Kingdom
13955.0,2,322.96,154,Home Decor,United Kingdom
13956.0,5,1026.42,5,Others,United Kingdom
13958.0,1,-102.45,372,Others,United Kingdom
13959.0,3,598.2,79,Others,United Kingdom
13960.0,2,230.22,21,Home Decor,United Kingdom
13962.0,2,169.55,22,Others,United Kingdom
13963.0,4,664.54,308,Others,United Kingdom
13967.0,1,80.7,146,Others,United Kingdom
13969.0,20,8986.69,7,Others,United Kingdom
13971.0,11,2702.2200000000003,9,Others,United Kingdom
13972.0,2,190.25,71,Others,United Kingdom
13973.0,1,264.7,287,Others,United Kingdom
13974.0,1,413.59000000000003,49,Others,United Kingdom
13975.0,7,2503.23,31,Others,United Kingdom
13976.0,1,357.98,207,Others,United Kingdom
13978.0,2,196.79000000000002,15,Others,United Kingdom
13979.0,1,869.87,73,Others,United Kingdom
13980.0,1,200.14,60,Others,United Kingdom
13982.0,5,1861.11,39,Others,United Kingdom
13983.0,13,2590.46,30,Others,United Kingdom
13984.0,6,488.03,27,Others,United Kingdom
13985.0,16,7024.53,4,Accessories,United Kingdom
13986.0,1,320.46,17,Others,United Kingdom
13988.0,9,4098.8,20,Others,United Kingdom
13989.0,2,1266.08,66,Others,United Kingdom
13990.0,1,311.3,213,Others,United Kingdom
13991.0,7,850.63,12,Others,United Kingdom
13992.0,1,76.8,30,Office Supplies,United Kingdom
13993.0,12,3409.66,32,Others,United Kingdom
13994.0,6,2313.14,4,Others,United Kingdom
13995.0,6,1383.49,15,Accessories,United Kingdom
13999.0,15,3865.26,10,Others,United Kingdom
14000.0,2,633.71,206,Others,United Kingdom
14001.0,4,2030.3300000000002,46,Others,United Kingdom
14002.0,2,529.73,134,Others,United Kingdom
14004.0,7,4582.64,43,Others,United Kingdom
14005.0,5,2874.72,10,Others,United Kingdom
14006.0,3,962.19,116,Accessories,United Kingdom
14009.0,3,685.9300000000001,198,Others,United Kingdom
14012.0,1,328.8,278,Home Decor,United Kingdom
14013.0,3,473.02,110,Others,United Kingdom
14014.0,1,505.18,77,Others,United Kingdom
14015.0,1,917.34,53,Others,United Kingdom
14016.0,5,4328.46,154,Others,EIRE
14019.0,4,1398.96,47,Others,United Kingdom
14020.0,2,642.8,17,Others,United Kingdom
14021.0,3,631.9,155,Others,United Kingdom
14022.0,1,440.0,225,Others,United Kingdom
14023.0,2,584.07,7,Others,United Kingdom
14024.0,2,327.7,122,Others,United Kingdom
14027.0,1,104.82,61,Food,United Kingdom
14029.0,2,467.66,63,Others,United Kingdom
14030.0,8,2360.09,18,Others,United Kingdom
14031.0,23,14634.640000000001,7,Others,United Kingdom
14032.0,18,2929.84,2,Others,United Kingdom
14034.0,4,512.02,22,Others,United Kingdom
14035.0,5,1428.02,29,Others,United Kingdom
14036.0,1,626.65,285,Others,United Kingdom
14037.0,2,147.20000000000002,176,Others,United Kingdom
14038.0,4,1554.48,78,Accessories,United Kingdom
14039.0,1,152.2,33,Accessories,United Kingdom
14040.0,15,3542.19,41,Others,United Kingdom
14041.0,1,141.41,266,Others,United Kingdom
14044.0,4,652.82,27,Others,United Kingdom
14045.0,4,1659.75,109,Others,United Kingdom
14046.0,1,154.99,284,Others,United Kingdom
14047.0,7,1290.01,9,Others,United Kingdom
14048.0,2,375.13,277,Others,United Kingdom
14049.0,6,5639.15,17,Others,United Kingdom
14050.0,2,746.36,32,Others,United Kingdom
14051.0,26,15477.34,1,Others,United Kingdom
14052.0,1,225.36,20,Others,United Kingdom
14053.0,2,260.25,124,Office Supplies,United Kingdom
14054.0,1,92.46,65,Accessories,United Kingdom
14055.0,1,725.6400000000001,106,Others,United Kingdom
14056.0,29,8124.4,1,Others,United Kingdom
14057.0,18,6147.4,24,Others,United Kingdom
14059.0,1,183.6,267,Others,United Kingdom
14060.0,20,6135.38,5,Others,United Kingdom
14062.0,12,10464.85,10,Others,United Kingdom
14064.0,7,1188.32,29,Home Decor,United Kingdom
14066.0,1,152.55,267,Food,United Kingdom
14067.0,2,374.7,64,Others,United Kingdom
14068.0,1,265.85,320,Home Decor,United Kingdom
14071.0,9,1307.41,4,Others,United Kingdom
14073.0,2,139.54,21,Others,United Kingdom
14075.0,3,942.26,5,Others,United Kingdom
14076.0,1,122.47,129,Others,United Kingdom
14077.0,5,499.41999999999996,41,Others,United Kingdom
14078.0,6,1049.37,102,Others,United Kingdom
14079.0,1,375.1,125,Others,United Kingdom
14080.0,1,45.599999999999994,33,Others,United Kingdom
14081.0,4,904.67,267,Others,United Kingdom
14082.0,1,182.25,365,Others,United Kingdom
14083.0,9,1018.43,4,Others,United Kingdom
14085.0,19,4435.79,2,Others,United Kingdom
14087.0,2,181.67,3,Others,United Kingdom
14088.0,14,50415.49,10,Others,United Kingdom
14089.0,1,161.0,57,Others,United Kingdom
14090.0,1,76.32000000000001,325,Food,United Kingdom
14092.0,17,4063.1,8,Others,United Kingdom
14093.0,1,442.85,12,Others,United Kingdom
14096.0,34,57120.909999999996,4,Others,United Kingdom
14098.0,1,147.35,37,Others,United Kingdom
14099.0,12,3092.9700000000003,16,Others,United Kingdom
14100.0,1,194.9,138,Home Decor,United Kingdom
14101.0,6,5976.79,74,Others,United Kingdom
14102.0,8,1314.73,5,Others,United Kingdom
14104.0,2,216.20999999999998,155,Others,United Kingdom
14105.0,2,1260.33,85,Others,United Kingdom
14107.0,8,2688.48,52,Others,United Kingdom
14108.0,3,594.16,31,Others,United Kingdom
14109.0,2,80.2,23,Others,United Kingdom
14110.0,13,5669.65,4,Others,United Kingdom
14111.0,5,688.6,14,Others,United Kingdom
14112.0,12,2774.17,23,Accessories,United Kingdom
14113.0,8,1377.92,4,Others,United Kingdom
14114.0,2,386.53,274,Others,United Kingdom
14116.0,5,1382.74,20,Others,United Kingdom
14117.0,1,90.0,144,Others,United Kingdom
14119.0,1,-19.9,354,Others,United Kingdom
14121.0,6,2740.3,4,Others,United Kingdom
14124.0,1,419.58000000000004,84,Home Decor,United Kingdom
14125.0,3,2740.43,11,Others,United Kingdom
14126.0,4,643.6300000000001,8,Others,United Kingdom
14127.0,3,709.71,123,Others,United Kingdom
14128.0,2,637.5,61,Others,United Kingdom
14129.0,5,1123.8600000000001,2,Others,United Kingdom
14130.0,1,483.86,319,Others,United Kingdom
14132.0,12,3580.13,2,Others,United Kingdom
14133.0,5,590.3399999999999,130,Others,United Kingdom
14135.0,15,4690.31,2,Others,United Kingdom
14138.0,2,982.3800000000001,2,Others,United Kingdom
14139.0,1,415.82,46,Others,United Kingdom
14140.0,3,920.05,4,Others,United Kingdom
14141.0,6,879.0300000000001,3,Others,United Kingdom
14142.0,1,311.81,373,Others,United Kingdom
14143.0,1,115.8,134,Others,United Kingdom
14145.0,5,3148.2,47,Others,United Kingdom
14146.0,6,2949.57,9,Others,United Kingdom
14147.0,3,468.4,49,Others,United Kingdom
14148.0,1,157.2,234,Others,United Kingdom
14149.0,3,259.43,213,Others,United Kingdom
14150.0,2,658.64,36,Others,United Kingdom
14152.0,3,611.09,75,Others,United Kingdom
14154.0,2,1345.62,239,Others,United Kingdom
14155.0,1,118.75,266,Others,United Kingdom
14156.0,66,113384.14,10,Others,EIRE
14157.0,3,400.43,20,Others,United Kingdom
14158.0,1,507.66,40,Others,United Kingdom
14159.0,14,4678.3,20,Others,United Kingdom
14161.0,3,1110.52,216,Others,United Kingdom
14162.0,2,289.36,174,Others,United Kingdom
14163.0,4,2445.91,87,Others,United Kingdom
14164.0,2,1631.77,71,Others,United Kingdom
14165.0,1,122.53999999999999,276,Others,United Kingdom
14167.0,4,574.84,39,Others,United Kingdom
14171.0,1,363.79,98,Others,United Kingdom
14173.0,4,450.84,11,Others,United Kingdom
14174.0,1,134.46,33,Home Decor,United Kingdom
14175.0,7,3108.06,51,Others,United Kingdom
14176.0,5,574.0,297,Others,United Kingdom
14177.0,5,554.46,85,Others,United Kingdom
14178.0,7,1620.93,9,Others,United Kingdom
14179.0,2,719.78,41,Others,United Kingdom
14180.0,31,4640.77,11,Others,United Kingdom
14184.0,1,452.89,67,Others,United Kingdom
14185.0,1,197.65,331,Others,United Kingdom
14188.0,10,2018.91,9,Accessories,United Kingdom
14189.0,24,4604.31,2,Others,United Kingdom
14191.0,14,4660.01,2,Others,United Kingdom
14193.0,2,853.39,68,Others,United Kingdom
14194.0,32,11216.75,5,Others,United Kingdom
14195.0,3,962.7,202,Home Decor,United Kingdom
14196.0,1,335.52,107,Home Decor,United Kingdom
14198.0,7,663.5,4,Others,United Kingdom
14199.0,1,185.39999999999998,218,Accessories,United Kingdom
14201.0,9,688.04,60,Others,United Kingdom
14204.0,1,161.03,2,Others,United Kingdom
14205.0,4,218.78,11,Others,United Kingdom
14206.0,2,308.26,239,Others,United Kingdom
14208.0,1,151.74,95,Others,United Kingdom
14209.0,7,2067.13,11,Others,United Kingdom
14210.0,7,1900.89,91,Others,United Kingdom
14211.0,13,2208.3,53,Others,United Kingdom
14212.0,1,1070.48,90,Accessories,United Kingdom
14213.0,1,-1192.2,372,Others,United Kingdom
14214.0,7,1000.23,31,Others,United Kingdom
14215.0,7,1777.92,12,Others,United Kingdom
14216.0,4,1839.3,3,Others,United Kingdom
14217.0,24,1925.3600000000001,2,Others,United Kingdom
14218.0,1,169.48000000000002,43,Home Decor,United Kingdom
14219.0,1,89.94,4,Others,United Kingdom
14220.0,2,632.4,247,Others,United Kingdom
14221.0,10,3427.85,42,Others,United Kingdom
14222.0,1,683.17,177,Others,United Kingdom
14223.0,4,975.23,92,Others,United Kingdom
14224.0,4,1050.12,110,Others,United Kingdom
14226.0,7,2201.64,29,Others,United Kingdom
14227.0,15,3315.71,26,Others,United Kingdom
14229.0,5,1450.6,52,Others,United Kingdom
14231.0,5,822.0600000000001,179,Others,United Kingdom
14232.0,8,2043.93,32,Others,United Kingdom
14233.0,5,1447.51,44,Others,United Kingdom
14234.0,4,775.46,22,Others,United Kingdom
14235.0,6,3093.86,10,Others,United Kingdom
14236.0,2,490.86,81,Others,United Kingdom
14237.0,1,161.0,373,Others,United Kingdom
14238.0,1,146.85,326,Home Decor,United Kingdom
14239.0,13,2323.5,43,Others,United Kingdom
14240.0,2,890.34,30,Others,United Kingdom
14241.0,1,213.70000000000002,184,Others,United Kingdom
14242.0,2,280.55,235,Home Decor,United Kingdom
14243.0,14,2535.88,9,Others,United Kingdom
14245.0,5,1677.48,176,Others,United Kingdom
14246.0,3,1474.06,111,Others,United Kingdom
14247.0,1,136.76999999999998,278,Others,United Kingdom
14248.0,1,302.58,318,Others,United Kingdom
14250.0,3,1904.05,7,Others,United Kingdom
14251.0,5,2879.7000000000003,2,Others,United Kingdom
14256.0,3,935.0600000000001,254,Others,United Kingdom
14257.0,6,3087.27,51,Others,United Kingdom
14258.0,10,12650.08,9,Others,United Kingdom
14259.0,1,120.0,142,Others,United Kingdom
14261.0,2,1163.45,51,Others,United Kingdom
14262.0,8,2618.23,8,Others,United Kingdom
14264.0,3,319.47,155,Others,United Kingdom
14265.0,2,530.18,109,Others,Unspecified
14267.0,7,1279.09,151,Others,United Kingdom
14270.0,1,492.65000000000003,332,Others,United Kingdom
14271.0,1,112.32,226,Others,United Kingdom
14272.0,2,437.96,74,Others,United Kingdom
14273.0,4,559.97,51,Accessories,United Kingdom
14276.0,5,1019.39,88,Others,United Kingdom
14277.0,4,3957.0,15,Others,France
14280.0,1,134.04,197,Others,United Kingdom
14282.0,15,3729.34,3,Accessories,United Kingdom
14284.0,3,578.45,31,Others,United Kingdom
14285.0,4,1910.01,21,Others,United Kingdom
14286.0,5,4595.81,24,Others,United Kingdom
14287.0,4,151.23000000000002,8,Others,United Kingdom
14288.0,2,413.85,212,Others,United Kingdom
14289.0,6,911.26,9,Others,United Kingdom
14290.0,6,2307.4500000000003,11,Others,United Kingdom
14291.0,12,3873.3,2,Others,United Kingdom
14292.0,14,4819.33,8,Others,United Kingdom
14293.0,4,1046.56,3,Others,United Kingdom
14295.0,2,154.70000000000002,40,Others,United Kingdom
14297.0,6,1284.06,18,Home Decor,United Kingdom
14298.0,45,50862.44,3,Others,United Kingdom
14299.0,18,2855.35,8,Others,United Kingdom
14300.0,1,43.2,19,Others,United Kingdom
14301.0,2,632.04,108,Others,United Kingdom
14304.0,2,197.1,223,Others,United Kingdom
14305.0,5,1803.76,71,Others,United Kingdom
14306.0,3,2083.42,51,Others,United Kingdom
14307.0,6,2995.72,89,Others,United Kingdom
14309.0,10,2319.68,8,Others,United Kingdom
14311.0,2,229.71,225,Others,United Kingdom
14312.0,6,1611.59,47,Home Decor,United Kingdom
14314.0,1,120.0,107,Others,United Kingdom
14315.0,7,2456.98,21,Accessories,United Kingdom
14317.0,1,508.58000000000004,65,Others,United Kingdom
14320.0,3,343.11,207,Others,United Kingdom
14321.0,5,1530.75,11,Others,United Kingdom
14323.0,4,574.26,115,Others,United Kingdom
14326.0,2,166.85,235,Others,United Kingdom
14327.0,1,311.65,163,Home Decor,United Kingdom
14329.0,14,4928.74,9,Others,United Kingdom
14331.0,2,462.65999999999997,124,Others,United Kingdom
14332.0,3,866.31,23,Others,United Kingdom
14333.0,2,351.45,64,Others,United Kingdom
14334.0,9,2539.46,17,Others,United Kingdom
14335.0,2,468.26,16,Others,Germany
14336.0,4,1614.91,17,Others,United Kingdom
14338.0,4,554.22,158,Others,United Kingdom
14339.0,4,289.90999999999997,235,Others,United Kingdom
14340.0,1,134.7,219,Others,United Kingdom
14341.0,9,2166.38,45,Others,United Kingdom
14342.0,6,607.71,21,Others,United Kingdom
14344.0,8,889.9300000000001,127,Home Decor,United Kingdom
14345.0,1,108.97999999999999,39,Others,United Kingdom
14346.0,2,1021.58,121,Others,United Kingdom
14348.0,1,409.57,260,Others,United Kingdom
14349.0,1,133.5,10,Others,United Kingdom
14350.0,2,258.7,271,Home Decor,United Kingdom
14351.0,1,51.0,165,Others,United Kingdom
14352.0,4,1078.96,157,Others,United Kingdom
14353.0,1,90.6,215,Home Decor,United Kingdom
14354.0,2,163.62,6,Others,United Kingdom
14355.0,1,174.4,366,Others,United Kingdom
14356.0,4,666.9399999999999,60,Others,United Kingdom
14357.0,1,225.77,43,Others,United Kingdom
14359.0,6,882.58,19,Others,United Kingdom
14360.0,4,2128.23,32,Others,United Kingdom
14362.0,1,161.2,22,Others,United Kingdom
14364.0,8,3717.35,109,Others,United Kingdom
14367.0,19,9167.82,8,Others,United Kingdom
14368.0,1,155.0,320,Accessories,United Kingdom
14371.0,1,100.5,295,Food,United Kingdom
14373.0,1,76.55,358,Others,United Kingdom
14375.0,1,257.68,185,Others,United Kingdom
14377.0,2,617.05,191,Others,United Kingdom
14379.0,2,348.1,44,Others,United Kingdom
14381.0,1,202.68,52,Others,United Kingdom
14382.0,1,626.0699999999999,26,Others,United Kingdom
14383.0,3,1247.69,38,Others,United Kingdom
14385.0,3,202.11,9,Accessories,United Kingdom
14386.0,1,142.4,297,Others,United Kingdom
14387.0,3,1770.56,33,Others,United Kingdom
14388.0,10,3172.04,9,Others,United Kingdom
14389.0,5,999.72,9,Accessories,United Kingdom
14390.0,13,4592.47,10,Others,United Kingdom
14393.0,1,67.95,218,Office Supplies,United Kingdom
14395.0,12,3471.91,2,Others,United Kingdom
14396.0,2,487.99,65,Others,United Kingdom
14397.0,23,2556.68,1,Others,United Kingdom
14400.0,2,559.7,141,Others,United Kingdom
14401.0,14,4039.98,4,Others,United Kingdom
14403.0,5,1426.31,130,Accessories,United Kingdom
14404.0,7,1434.72,34,Accessories,United Kingdom
14406.0,1,156.75,119,Others,United Kingdom
14407.0,9,2111.08,107,Others,United Kingdom
14408.0,7,2606.53,11,Others,United Kingdom
14409.0,7,1908.25,71,Others,United Kingdom
14410.0,15,576.3,16,Others,United Kingdom
14411.0,1,1063.0,311,Others,United Kingdom
14412.0,3,761.3299999999999,35,Others,United Kingdom
14413.0,1,122.7,362,Accessories,United Kingdom
14414.0,8,1485.1299999999999,92,Others,United Kingdom
14415.0,18,5811.56,1,Others,United Kingdom
14416.0,2,490.22,22,Others,United Kingdom
14418.0,3,1937.25,4,Others,United Kingdom
14419.0,6,1058.06,11,Others,United Kingdom
14420.0,2,385.87,85,Others,United Kingdom
14421.0,2,813.11,57,Others,United Kingdom
14422.0,6,4263.64,1,Others,United Kingdom
14423.0,1,265.2,218,Home Decor,United Kingdom
14424.0,1,322.08,18,Others,United Kingdom
14426.0,16,3918.9,19,Others,United Kingdom
14427.0,2,363.34000000000003,50,Others,United Kingdom
14428.0,7,1230.14,7,Others,United Kingdom
14431.0,2,397.76,299,Others,United Kingdom
14432.0,6,2255.51,10,Others,United Kingdom
14434.0,6,1372.8,22,Others,United Kingdom
14436.0,1,89.06,99,Others,United Kingdom
14437.0,2,-43.400000000000006,143,Others,United Kingdom
14438.0,1,131.9,306,Accessories,United Kingdom
14439.0,1,2661.24,320,Others,Greece
14440.0,5,2357.6800000000003,8,Others,United Kingdom
14441.0,10,1545.14,1,Others,United Kingdom
14442.0,5,1544.62,2,Others,Channel Islands
14443.0,7,1400.88,54,Others,United Kingdom
14446.0,4,1039.58,1,Others,United Kingdom
14447.0,5,1163.23,19,Others,United Kingdom
14448.0,2,375.35,9,Others,United Kingdom
14449.0,4,907.1,19,Others,United Kingdom
14450.0,3,483.25,181,Others,United Kingdom
14451.0,2,662.59,60,Others,United Kingdom
14452.0,2,264.44,11,Others,United Kingdom
14453.0,1,119.93,190,Others,United Kingdom
14456.0,14,3047.63,5,Others,United Kingdom
14457.0,1,113.64,311,Office Supplies,United Kingdom
14459.0,1,1837.92,155,Others,United Kingdom
14460.0,4,383.34,110,Office Supplies,United Kingdom
14461.0,3,2103.06,148,Others,United Kingdom
14462.0,15,1965.9,64,Others,United Kingdom
14463.0,3,529.62,98,Others,United Kingdom
14465.0,3,1058.6200000000001,247,Others,United Kingdom
14466.0,7,2272.4,29,Others,United Kingdom
14467.0,4,598.76,18,Others,United Kingdom
14470.0,2,461.19,12,Others,United Kingdom
14472.0,8,1936.84,104,Home Decor,United Kingdom
14473.0,2,234.34000000000003,74,Others,United Kingdom
14474.0,2,537.71,43,Others,United Kingdom
14475.0,6,799.82,72,Others,United Kingdom
14476.0,1,215.7,257,Home Decor,United Kingdom
14477.0,5,1307.81,20,Accessories,United Kingdom
14479.0,2,316.25,254,Others,United Kingdom
14480.0,1,279.05,11,Others,United Kingdom
14481.0,2,636.51,165,Others,United Kingdom
14482.0,6,2068.15,18,Others,United Kingdom
14483.0,2,129.2,150,Pet Supplies,United Kingdom
14484.0,1,321.92,50,Others,United Kingdom
14485.0,1,165.75,39,Others,United Kingdom
14487.0,7,1183.58,27,Home Decor,United Kingdom
14488.0,2,1047.43,51,Others,United Kingdom
14489.0,1,463.38,207,Accessories,United Kingdom
14491.0,2,340.93,175,Others,United Kingdom
14493.0,7,2362.84,7,Others,United Kingdom
14494.0,1,139.56,26,Others,United Kingdom
14495.0,2,123.8,51,Accessories,United Kingdom
14496.0,2,538.8100000000001,312,Others,United Kingdom
14497.0,2,457.47,301,Others,United Kingdom
14498.0,5,1957.32,43,Others,United Kingdom
14499.0,3,815.32,26,Others,United Kingdom
14500.0,3,356.85,88,Others,United Kingdom
14501.0,3,190.31,64,Others,United Kingdom
14502.0,14,2351.02,20,Others,United Kingdom
14503.0,6,3543.26,3,Others,United Kingdom
14504.0,4,673.26,47,Others,United Kingdom
14505.0,11,5818.7,17,Others,United Kingdom
14506.0,5,2012.17,17,Others,United Kingdom
14507.0,7,1368.18,24,Others,United Kingdom
14508.0,2,276.42,22,Others,United Kingdom
14511.0,6,1267.4099999999999,11,Others,United Kingdom
14512.0,2,275.28,188,Others,United Kingdom
14513.0,4,438.49,101,Others,United Kingdom
14514.0,3,1055.35,61,Others,United Kingdom
14515.0,6,2102.09,18,Others,United Kingdom
14517.0,2,330.45,33,Others,United Kingdom
14518.0,1,174.37,64,Others,United Kingdom
14520.0,2,270.6,2,Accessories,United Kingdom
14522.0,4,974.54,24,Home Decor,United Kingdom
14523.0,1,241.09,108,Others,United Kingdom
14524.0,9,1867.68,32,Others,United Kingdom
14525.0,13,4221.37,9,Others,United Kingdom
14527.0,86,7711.38,3,Others,United Kingdom
14528.0,1,364.21999999999997,37,Others,United Kingdom
14529.0,3,620.04,60,Others,United Kingdom
14530.0,6,2925.91,26,Others,United Kingdom
14532.0,4,932.85,236,Others,United Kingdom
14533.0,9,1812.6200000000001,25,Others,United Kingdom
14534.0,25,4075.35,3,Others,United Kingdom
14535.0,4,2841.09,59,Others,United Kingdom
14536.0,1,171.8,260,Others,United Kingdom
14537.0,1,355.56,58,Toys,United Kingdom
14538.0,2,388.25,65,Others,United Kingdom
14539.0,2,537.48,16,Others,United Kingdom
14540.0,3,996.26,10,Others,United Kingdom
14541.0,8,1461.65,59,Others,United Kingdom
14542.0,1,103.25,186,Others,United Kingdom
14543.0,21,2916.17,4,Others,United Kingdom
14544.0,2,2024.45,24,Others,United Kingdom
14546.0,9,2487.02,4,Others,United Kingdom
14547.0,9,3986.7400000000002,4,Others,United Kingdom
14548.0,2,652.8,151,Home Decor,United Kingdom
14549.0,1,289.24,311,Others,United Kingdom
14550.0,2,765.62,11,Others,United Kingdom
14551.0,2,186.23,18,Others,United Kingdom
14552.0,1,165.07,152,Others,United Kingdom
14553.0,5,859.27,19,Others,United Kingdom
14554.0,4,2381.04,10,Others,United Kingdom
14555.0,2,324.14,57,Others,United Kingdom
14557.0,2,0.0,64,Others,United Kingdom
14560.0,24,2174.18,7,Others,United Kingdom
14561.0,3,1080.76,76,Home Decor,United Kingdom
14562.0,22,4709.22,4,Others,United Kingdom
14565.0,6,3073.77,96,Others,United Kingdom
14566.0,1,1432.0,111,Accessories,Channel Islands
14567.0,3,1524.46,35,Others,United Kingdom
14569.0,1,227.39,1,Others,United Kingdom
14570.0,2,218.06,281,Others,United Kingdom
14572.0,10,2803.69,3,Others,United Kingdom
14573.0,13,1603.72,180,Others,United Kingdom
14576.0,1,35.400000000000006,372,Food,United Kingdom
14577.0,4,859.71,13,Others,United Kingdom
14578.0,1,168.63,3,Others,United Kingdom
14581.0,1,138.6,17,Others,United Kingdom
14582.0,1,114.11,41,Others,United Kingdom
14583.0,5,1052.55,6,Others,United Kingdom
14584.0,5,1029.26,169,Others,United Kingdom
14585.0,1,157.05,50,Others,United Kingdom
14586.0,3,134.16,227,Others,United Kingdom
14587.0,10,1598.24,19,Others,United Kingdom
14589.0,1,39.75,372,Others,United Kingdom
14591.0,4,1447.14,15,Others,United Kingdom
14592.0,3,570.46,35,Others,United Kingdom
14593.0,3,617.99,22,Others,United Kingdom
14594.0,2,379.83,7,Others,United Kingdom
14595.0,6,1740.6,20,Others,United Kingdom
14597.0,2,883.15,11,Others,United Kingdom
14598.0,1,221.97,44,Others,United Kingdom
14600.0,1,393.33000000000004,306,Others,United Kingdom
14601.0,1,213.96,11,Others,United Kingdom
14603.0,1,660.0,275,Others,United Kingdom
14606.0,128,11713.85,1,Others,United Kingdom
14607.0,17,11341.1,16,Accessories,United Kingdom
14608.0,4,1785.15,4,Food,United Kingdom
14609.0,4,601.56,72,Others,United Kingdom
14616.0,3,406.08000000000004,243,Others,United Kingdom
14618.0,4,538.59,9,Others,United Kingdom
14619.0,2,379.51,239,Others,United Kingdom
14620.0,3,393.28000000000003,204,Others,United Kingdom
14621.0,6,1765.76,1,Others,United Kingdom
14622.0,1,320.58000000000004,185,Others,United Kingdom
14623.0,6,869.35,32,Others,United Kingdom
14624.0,2,225.85,57,Others,United Kingdom
14625.0,5,848.48,185,Others,United Kingdom
14626.0,7,2757.07,9,Others,United Kingdom
14627.0,1,-21.85,312,Others,United Kingdom
14628.0,2,671.96,91,Others,United Kingdom
14629.0,3,939.21,4,Others,United Kingdom
14631.0,3,1006.98,51,Others,United Kingdom
14632.0,1,114.56,263,Others,United Kingdom
